Word,https://www.office.com/launch/word
Outlook,https://outlook.live.com/mail/0/inbox
Excel,https://www.office.com/launch/excel
PowerPoint,https://www.office.com/launch/powerpoint
OneNote,https://www.onenote.com/notebooks
OneDrive,https://onedrive.live.com/
